"","x"
"9495",3
"9496",9
"9497",2
"9498",8
"9499",3
"9500",0
"9501",7
"9502",8
"9503",1
"9504",0
"9505",0
"9506",19
"9507",2
"9508",1
"9509",2
"9510",9
"9511",0
"9512",5
"9513",3
"9514",5
"9515",4
"9516",7
"9517",1
"9518",1
"9519",1
"9520",4
"9521",1
"9522",6
"9523",3
"9524",10
"9525",4
"9526",5
"9527",1
"9528",7
"9529",2
"9530",3
"9531",16
"9532",3
"9533",2
"9534",1
"9535",4
"9536",0
"9537",1
"9538",1
"9539",7
"9540",3
"9541",3
"9542",5
"9543",9
"9544",6
"9545",3
"9546",4
"9547",2
"9548",0
"9549",3
"9550",4
"9551",0
"9552",0
"9553",18
"9554",0
"9555",4
"9556",13
"9557",1
"9558",1
"9559",1
"9560",12
"9561",0
"9562",3
"9563",4
"9564",6
"9565",0
"9566",0
"9567",2
"9568",18
"9569",3
"9570",1
"9571",4
"9572",2
"9573",6
"9574",4
"9575",0
"9576",0
"9577",0
"9578",11
"9579",2
"9580",0
"9581",0
"9582",0
"9583",3
"9584",1
"9585",0
"9586",2
"9587",0
"9588",14
"9589",1
"9590",4
"9591",4
"9592",5
"9593",1
"9594",3
"9595",0
"9596",6
"9597",0
"9598",3
"9599",0
"9600",0
"9601",5
"9602",0
"9603",12
"9604",5
"9605",0
"9606",9
"9607",5
"9608",5
"9609",0
"9610",3
"9611",1
"9612",3
"9613",1
"9614",5
"9615",3
"9616",5
"9617",0
"9618",0
"9619",0
"9620",0
"9621",7
"9622",4
"9623",3
"9624",2
"9625",4
"9626",7
"9627",2
"9628",1
"9629",2
"9630",4
"9631",1
"9632",8
"9633",0
"9634",1
"9635",4
"9636",5
"9637",1
"9638",1
"9639",0
"9640",6
"9641",1
"9642",1
"9643",0
"9644",6
"9645",2
"9646",4
"9647",0
"9648",1
"9649",4
"9650",1
"9651",4
"9652",4
"9653",3
"9654",5
"9655",7
"9656",3
"9657",3
"9658",5
"9659",2
"9660",2
"9661",6
"9662",1
"9663",1
"9664",0
"9665",0
"9666",8
"9667",0
"9668",0
"9669",0
"9670",6
"9671",2
"9672",1
"9673",1
"9674",6
"9675",15
"9676",2
"9677",2
"9678",0
"9679",15
"9680",0
"9681",1
"9682",12
"9683",1
"9684",5
"9685",3
"9686",4
"9687",7
"9688",1
"9689",2
"9690",0
"9691",16
"9692",2
"9693",0
"9694",0
"9695",9
"9696",1
"9697",2
"9698",0
"9699",0
"9700",0
"9701",0
"9702",2
"9703",2
"9704",5
"9705",4
"9706",3
"9707",6
"9708",6
"9709",0
"9710",7
"9711",1
"9712",1
"9713",4
"9714",2
"9715",0
"9716",7
"9717",0
"9718",1
"9719",0
"9720",0
"9721",6
"9722",8
"9723",3
"9724",2
"9725",0
"9726",14
"9727",0
"9728",2
"9729",0
"9730",17
"9731",1
"9732",2
"9733",3
"9734",0
"9735",2
"9736",2
"9737",13
"9738",5
"9739",4
"9740",0
"9741",6
"9742",3
"9743",0
"9744",2
"9745",2
"9746",8
"9747",7
"9748",19
"9749",7
"9750",3
"9751",5
"9752",1
"9753",7
"9754",6
"9755",5
"9756",2
"9757",4
"9758",0
"9759",7
"9760",0
"9761",1
"9762",2
"9763",9
"9764",3
"9765",5
"9766",5
"9767",4
"9768",4
"9769",1
"9770",2
"9771",3
"9772",1
"9773",1
"9774",2
"9775",6
"9776",2
"9777",11
"9778",6
"9779",6
"9780",4
"9781",1
"9782",0
"9783",6
"9784",0
"9785",1
"9786",1
"9787",0
"9788",7
"9789",0
"9790",2
"9791",0
"9792",10
"9793",0
"9794",0
"9795",1
"9796",10
"9797",3
"9798",5
"9799",2
"9800",0
"9801",25
"9802",6
"9803",1
"9804",1
"9805",7
"9806",19
"9807",3
"9808",1
"9809",0
"9810",6
"9811",1
"9812",2
"9813",10
"9814",0
"9815",0
"9816",1
"9817",0
"9818",0
"9819",1
"9820",0
"9821",12
"9822",2
"9823",0
"9824",13
"9825",2
"9826",7
"9827",0
"9828",1
"9829",3
"9830",3
"9831",2
"9832",7
"9833",4
"9834",2
"9835",6
"9836",1
"9837",0
"9838",11
"9839",3
"9840",4
"9841",0
"9842",3
"9843",0
"9844",3
"9845",1
"9846",4
"9847",0
"9848",0
"9849",1
"9850",1
"9851",0
"9852",1
"9853",4
"9854",2
"9855",1
"9856",1
"9857",2
"9858",4
"9859",2
"9860",15
"9861",0
"9862",0
"9863",8
"9864",13
"9865",1
"9866",0
"9867",3
"9868",0
"9869",1
"9870",6
"9871",4
"9872",2
"9873",2
"9874",0
"9875",8
"9876",1
"9877",0
"9878",0
"9879",2
"9880",0
"9881",1
"9882",2
"9883",5
"9884",7
"9885",3
"9886",2
"9887",5
"9888",2
"9889",1
"9890",4
"9891",0
"9892",6
"9893",7
"9894",0
"9895",5
"9896",4
"9897",5
"9898",2
"9899",0
"9900",6
"9901",5
"9902",8
"9903",6
"9904",9
"9905",0
"9906",2
"9907",15
"9908",13
"9909",0
"9910",3
"9911",1
"9912",1
"9913",3
"9914",6
"9915",0
"9916",0
"9917",0
"9918",1
"9919",9
"9920",4
"9921",1
"9922",2
"9923",2
"9924",6
"9925",0
"9926",1
"9927",0
"9928",0
"9929",1
"9930",2
"9931",2
"9932",4
"9933",15
"9934",2
"9935",0
"9936",11
"9937",8
"9938",10
"9939",0
"9940",4
"9941",3
"9942",10
"9943",5
"9944",5
"9945",1
"9946",2
"9947",6
"9948",4
"9949",0
"9950",0
"9951",8
"9952",7
"9953",8
"9954",5
"9955",6
"9956",1
"9957",5
"9958",3
"9959",3
"9960",1
"9961",1
"9962",0
"9963",1
"9964",2
"9965",3
"9966",4
"9967",0
"9968",14
"9969",0
"9970",1
"9971",6
"9972",4
"9973",3
"9974",0
"9975",0
"9976",2
"9977",5
"9978",5
"9979",0
"9980",0
"9981",1
"9982",0
"9983",8
"9984",3
"9985",3
"9986",2
"9987",9
"9988",1
"9989",13
"9990",2
"9991",3
"9992",1
"9993",0
"9994",2
"9995",8
"9996",4
"9997",8
"9998",1
"9999",2
"10000",7
